ca,de
"Els frens ferroviaris s’instal·len a tots els bogies portadors.
","An allen tragenden Drehgestellen sind Schienenbremsen installiert.
"
"A tots llocs, el preu d'admissió era d'un cèntim.
","An allen Veranstaltungsorten betrug der Eintrittspreis einen Penny.
"
"Hi va haver vacances a l'escola en altres aniversaris, mai quan era el meu.
","An anderen Geburtstagen waren Schulferien – nicht so an meinem.
"
"Iniciatives similars van desenvolupar-se a d´altres Universitats a Califòrnia.
","An anderen kalifornischen Universitäten entwickelten sich gleichzeitig ähnliche Initiativen.
"
"Francis, a un altre lloc, explica el seu passat a Felicia.
","An anderer Stelle erzählt Francis Felicia von seiner Vergangenheit.
"
"En altres llocs, es retornava a través del guant fins que era mort.
","An anderer Stelle wurde er bis zu seinem Tod durch den Spießrutenlauf zurückgeschickt.
"
"Beal va ser recordat al Memorial d”Arras.
","An Beal wird am Arras-Denkmal gedacht.
"
"Carreteres laterals flanquegen a banda i banda la carretera de peatge a Merrilltown Drive.
","An beide Seiten der Mautstraße grenzen Nebenstraßen bis zum Merrilltown Drive.
"
"Les dues estacions disposen d’aparcament diari.
","An beiden Bahnhöfen gibt es Tagesparkplätze.
"
"Hi ha carreteres molt pendents en ambdós costats de la muntanya.
","An beiden Seiten des Berges befinden sich sehr steile Treppen.
"
"Tots dos campus ofereixen un any d'estudis de postgrau.
","An beiden Standorten wird ein einjähriges Postgraduiertenstudium angeboten.
"
"Les rampes d'accés i les escales estan situades en tots dos bancs.
","An beiden Ufern befinden sich Zugangsrampen und Treppen.
"
"En algunes parts del laberint, es pot veure un missatge que es mou.
","An bestimmten Stellen im Labyrinth ist ein Lauftext zu sehen.
"
"A bord de l’“Andromeda” hi havia el General William Howe, que tornava a Anglaterra.
","An Bord der ""Andromeda"" befand sich General William Howe, der nach England zurückkehrte.
"
"A bord de l’estació espacial Mir, controlava els procediments d’atracada entre altres coses.
","An Bord der Raumstation Mir kontrollierte er unter anderem die Andockvorgänge.
"
"Hi havia una tripulació de nou persones a bord de l'aeronau.
","An Bord des Flugzeugs befand sich eine neunköpfige Crew.
"
"Tenia un grup de quatre: comandant, conductor, artiller i carregador.
","An Bord waren eine vierköpfige Crew: Kommandeur, Fahrer, Kanonier und Belader.
"
"Mai no ho havia pensat.
","An das habe ich nie gedacht.
"
"Subhash Nagar és a tocar del complex turístic Summer Sands.
","An das Summer Sands Beach Resort angrenzend, befindet sich Subhash Nagar.
"
"Contigua a la casa del cap d'estació hi ha la mateixa oficina de l'estació.
","An das Wohnhaus des Bahnhofsvorstehers grenzt das Bahnhofsbüro selbst an.
"
"La dona va veure que ell estava agitat, aquell vespre.
","An dem Abend war er aufgekratzt, wie die Frau sehen konnte.
"
"Alguns dels músics que van contribuir a l'àlbum van ser Aaron MacPherson i Steve Pitkin.
","An dem Album waren Musiker wie Aaron MacPherson und Steve Pitkin beteiligt.
"
"L’àlbum compta amb molts vocalistes que han fet col·laboracions prèvies amb el grup.
","An dem Album wirkten zahlreiche Sänger mit, die schon bei früheren Gelegenheiten mit der Gruppe zusammengearbeitet hatten.
"
"El guió de la pel·lícula d'horror d'humor negre va ser coescrit per Paul Shrimpton.
","An dem Drehbuch für die schwarze Horrorkomödie hat Paul Shrimpton mitgewirkt.
"
"La participació en el festival està formada per un ampli espectre d’habitants de Utah.
","An dem Festival nahmen Bewohner von Utah mit den verschiedensten sozialen und ethnischen Hintergründen teil.
"
"L'aeronau va passar per diverses alteracions en cadascuna de les etapes de disseny i variants.
","An dem Flugzeug wurden in jeder Designphase und an allen Varianten Änderungen vorgenommen.
"
"El fuselatge gran tenia una cola encaixada amb un aleró de cua amb aletes bessones.
","An dem großen Flugzeugrumpf war ein Heckausleger mit zweiflächigem Leitwerk angebracht.
"
"Els trens de la línia principal acostumaven a aturar-se a l’estació de la ciutat, desmantellada des de feia temps.
","An dem lange schon abgebrochenen Bahnhof der Stadt hielten früher Züge der Hauptlinie.
"
"Res es movia a sobre de la cinta blanca llarga que els enfilava.
","An dem langen weißen Band, das sie verband, rührte sich nichts.
"
"I aquella tarda les va haver d'agafar.
","An dem Nachmittag musste er sie nehmen.
"
"El lloc té vistes a l’Himàlaia i a la ciutat.
","An dem Ort blickt man auf den Himalaja und die Stadt.
"
"Els creients estan construint una nova ""Casa de pregària"" al lloc de les visions.
","An dem Ort dieser Visionen bauen die Gläubigen ein neues „Gebetshaus“.
"
"El lloc inclou un centre de visitants i una ruta de senderisme circular de dues milles.
","An dem Ort gibt es ein Besuchszentrum und einen Wanderrundweg von zwei Meilen.
"
"El lloc té moltes orquídies.
","An dem Ort gibt es viele Orchideenpflanzen.
"
"L’indret bàsicament té un ambient malaltís.
","An dem Ort herrscht eine schlechte Stimmung.
"
"Hi ha molts telecadires i remuntadors al pas.
","An dem Pass gibt es mehrere Sessellifte und Schlepplifte.
"
"Un home amb una camisa blava estava assegut a l’escriptori.
","An dem Schreibtisch saß ein Mann in einem blauen Pullover.
"
"També hi ha un moll gran, una serradora i un hivernacle industrial.
","An dem Standort befanden sich auch eine große Werft, ein Sägewerk und ein industrielles Treibhaus.
"
"L'hàbitat alberga a quatre científics i dos tècnics per a missions d'una mitjana de deu dies.
","An dem Standort sind für durchschnittlich zehn Tage dauernde Missionen vier Wissenschaftler und zwei Techniker untergebracht.
"
"Una planta amb una aigua blava brillant i cases construïdes a les muntanyes del fons, plena de gent a l'aigua i a la sorra de la vora del mar.
","An dem Strand mit hellblauem Meer befinden sich etliche Menschen. Sie sind im Wasser und stehen am Ufer. Im Hintergrund sind die Häuser zu sehen, die in die Berge gebaut wurden.
"
"El lloc va acollir diversos esdeveniments de Nintendo Space World.
","An dem Veranstaltungsort fanden mehrere Nintendo Space World-Veranstaltungen statt.
"
"Les cerimònies commemoratives en honor a les mascotes se celebraven sovint allà en el Dia Mundial dels Animals.
","An dem Welttag der Tiere wurden dort häufig Gedenkzeremonien zu Ehren von Haustieren abgehalten.
"
"Les altres finestres d’aquella planta estaven tancades.
","An den anderen Fenstern des Stockwerks waren die Rollläden geschlossen.
"
"Les pel·lícules d'estrena es van continuar projectant durant les altres sis nits de la setmana.
","An den anderen sechs Abenden der Woche wurden weiterhin Filme in Erstaufführung gezeigt.
"
"No es porten ratlles als uniformes de feina, ja siguin granotes o eines.
","An den Arbeitsuniformen - Overalls oder Hilfsmittel - werden keine Streifen getragen.
"
"Un equip format per la comunitat aborigen de Melbourne també va competir en les dues Copes Multiculturals.
","An den beiden multikulturellen Wettkämpfen, den Multicultural Cups, hat auch ein Team aus der Aborigines-Gemeinde von Melbourne teilgenommen.
"
"En els dos llocs on es va començar a votar electrònic es va introduir un sistema de ""Ticketing"".
","An den beiden Orten, an denen ursprünglich mit der elektronischen Stimmabgabe begonnen wurde, wurde ein „Ticketing“-System eingeführt.
"
"Pot haver-hi o no espirals de branques als nodes.
","An den Blattansätzen kann es Astquirle geben oder auch nicht.
"
"Les càrregues útils normalment s’adjunten al bus.
","An den Bus sind typischerweise Nutzlasten angehängt.
"
"Els interessos pagats al prestador poden ser deduïbles pel prestatari.
","An den Darlehensgeber gezahlte Zinsen können vom Darlehensnehmer abgezogen werden.
"
"Als racons, es col·loquen ""monuments cantoners"" per marcar la seva ubicació exacta en el terreny.
","An den Ecken werden „Eckdenkmäler“ aufgestellt, um ihre genaue Lage auf dem Boden zu markieren.
"
"El lloc de la cabanya es commemora avui amb un senyal en el vessant.
","An den ehemaligen Standort der Hütte erinnert heute eine Markierung am Hang.
"
"En els tres primers llocs s'han trobat persones amb el cognom Botzon.
","An den ersten drei Orten finden sich Menschen, die den Namen Botzon tragen.
"
"Les celebracions prèvies al partit van constar de les animadores dels Dallas Cowboys i diverses bandes militars.
","An den Feierlichkeiten vor dem Spiel nahmen die Cheerleader der Dallas Cowboys und mehrere Militärkapellen teil.
"
"Als rius Salmond, Chamberlain i Wilson.
","An den Flüssen Salmond, Chamberlain und Wilson.
"
"L'agricultura i la silvicultura conviuen a ambdues ribes del riu.
","An den Flussufern findet eine gemischte Land- und Forstwirtschaft statt.
"
"Es poden veure roques de gres al llarg dels marges del riu.
","An den Flussufern sind Sandsteinfelsen zu sehen.
"
"A les taules d’esmorzar dels salons ombrívols es prenia en silenci.
","An den Frühstückstischen düsterer Stuben wurde schweigend gegessen.
"
"El servei de S-Bahn està disponible a les estacions de Bundesplatz i Innsbrucker Platz del “Ringbahn”.
","An den Haltestellen Bundesplatz und Innsbrucker Platz der „Ringbahn“ gibt es S-Bahn-Verkehr.
"
"Els penya-segats també presenten falgueres de cua de cavall.
","An den Klippen finden sich auch Schachtelhalme.
"
"Durant la nit, les banderes canadenques van onejar de tots tipus d´embarcacions britàniques i irlandeses.
","An den Masten aller möglichen britischen und irischen Schiffe wehten plötzlich kanadische Flaggen.
"
"La majoria de dies s'ofereixen visites guiades al costat del ferrocarril.
","An den meisten laufenden Kalendertagen bietet die Eisenbahn geführte Lokschuppenrundgänge an.
"
"A la majoria de llocs, el riu era massa profund per creuar-lo.
","An den meisten Stellen war der Fluss zum Überqueren zu tief.
"
"La majoria dels dies, l'edifici del Capitoli de l'estat de Wisconsin es pot veure a prop de Madison.
","An den meisten Tagen ist das Wisconsin State Capitol-Gebäude im nahe gelegenen Madison zu sehen.
"
"Al circuit es celebren esdeveniments gairebé tots els caps d”any de l”any.
","An den meisten Wochenenden des Jahres finden auf der Rennstrecke Veranstaltungen statt.
"
"Cinema International és obert la majoria de caps de setmana durant els semestres regulars de la universitat.
","An den meisten Wochenenden während des regulären Universitätssemesters hat das Cinema International geöffnet.
"
"Les escoles secundàries i preparatòries fan servir el currículum de Literatura i Arts del Llenguatge de Holt.
","An den Middle Schools und High Schools wird der Lehrplan für Literatur und Sprachkünste von Holt verwendet.
"
"A les vores es fan amples franges grogues daurades.
","An den Rändern sind breite goldgelbe Streifen.
"
"La resta de llocs utilitzen Padma samhita o les seves variants.
","An den restlichen Orten wird die Padma samhita oder entsprechende Varianten verwendet.
"
"Al costat de la plaça de Richard J. Daley hi ha l’emblemàtic Ajuntament de Chicago.
","An den Richard J. Daley Plaza angrenzend befindet sich die Chicago City Hall, das Wahrzeichen von Chicago.
"
"L’organització era diferent als fronts de l’Extrem Orient.
","An den Schauplätzen im Fernen Osten war die Organisation anders.
"
"Té una costella prominent que passa pels dos costats.
","An den Seiten befindet sich eine markante Rippe.
"
"Fora en un costat els nacionalistes francòfons i belgues agitaven banderes belgues.
","An den Seiten standen französische und belgische Nationalisten und schwenkten belgische Flaggen.
"
"Els missatges enviats al servidor son reconeixibles.
","An den Server gesendete Nachrichten sind anerkennbar.
"
"Als límits de la població s'han produït molts enfrontaments sagnants.
","An den Stadtgrenzen fanden mehrere blutige Zusammenstöße statt.
"
"Hi ha molta gent que fa surf constantment a les platges.
","An den Stränden gibt es ständig eine starke Brandung.
"
"Les platges de l’oest tenen corrents perillosos i no són segurs per a nedar.
","An den Stränden im Westen gibt es gefährliche Strömungen, weshalb sie zum Schwimmen nicht sicher sind.
"
"També hi ha diverses escoles de surf de vela i surf a les platges dels Maharees.
","An den Stränden von Maharees befinden sich mehrere Windsurf- und Wellenreitschulen.
"
"A les ribes del riu Tallapoosa hi ha un nombre significatiu de ciutats.
","An den Unfern des Tallapoosa River liegen mehrere wichtige Großstädte.
"
"Bloom també ha ensenyat i investigat a les universitats de Princeton, Cornell, Harvard i McGill.
","An den Universitäten Princeton, Cornell, Harvard und McGill hat Bloom auch gelehrt und geforscht.
"
"Hi ha una mica d'agricultura a les faldes inferiors.
","An den unteren Hängen gibt es einige landwirtschaftliche Betriebe.
"
"Al llarg de les parets hi ha tres passarel·les arquejades espaiades, cadascuna amb una inscripció xinesa gravada.
","An den Wänden befinden sich drei bogenförmige Tore, in die jeweils eine chinesische Inschrift eingraviert ist.
"
"Les inscripcions de Tifinagh es troben a les pedres de la paret.
","An den Wänden sind Tifinagh-Inschriften eingemeißelt.
"
"Els caps de setmana també hi ha espectacles sobre diners, salut, jardineria, ordinadors i pistoles.
","An den Wochenenden finden auch Shows zu Geld, Gesundheit, Gartenarbeit, Computer und Waffen statt.
"
"Es construiran quatre fars a les entrades dels canals de l’est i de l'oest.
","An den Zufahrten zu den Ost- und Westkanälen werden vier Leuchttürme gebaut.
"
"Tanmateix, els dos havien fracassat a la oficina.
","An der Abendkasse waren jedoch beide erfolglos.
"
"A l'Acadèmia, Benson va estudiar amb Jules-Joseph Lefebvre, William Turner Dannat i Gustave Boulanger.
","An der Akademie studierte Benson bei Jules-Joseph Lefebvre, William Turner Dannat und Gustave Boulanger.
"
"La Universitat d'Albizu té nombrosos clubs i organitzacions per fomentar la participació dels estudiants en comunitats més grans.
","An der Albizu-Universität gibt es zahlreiche Clubs und Organisationen, die das studentische Engagement in größeren Gemeinschaften fördern.
"
"Morrison estava implicat activament en l'Associació de Comptabilitat dels Estats Units.
","An der American Accounting Association beteiligte sich Morrison aktiv.
"
"En el bar, la seva activitat incloïa assumptes d'equitat, comercials, fiscals i de propietat intel·lectual.
","An der Anwaltskammer war er zuständig für Billigkeitsrecht, Handels- und Steuerrecht und Angelegenheiten des geistigen Eigentums.
"
